Key,routineStart,routineEnd,participant_id
1spl1,1680003250,1680003260,1
1spl2,1680003260,1680003268,1
1Item1,1680003268,1680003276,1
1Item2,1680003276,1680003290,1
1Item3,1680003291,1680003307,1
1Item4,1680003307,1680003325,1
1Item5,1680003325,1680003351,1
1Item6,1680003351,1680003359,1
1Item7,1680003359,1680003368,1
1Item8,1680003368,1680003385,1
1Item9,1680003385,1680003394,1
1Item10,1680003394,1680003416,1
2spl1,1680003479,1680003485,1
2spl2,1680003487,1680003494,1
2Item1,1680003495,1680003500,1
2Item2,1680003501,1680003504,1
2Item3,1680003505,1680003511,1
2Item4,1680003512,1680003523,1
2Item5,1680003524,1680003531,1
2Item6,1680003532,1680003545,1
2Item7,1680003546,1680003581,1
2Item8,1680003582,1680003590,1
2Item9,1680003591,1680003610,1
2Item10,1680003611,1680003626,1
3spl1,1680003673,1680003677,1
3spl2,1680003677,1680003680,1
3Item15,1680003680,1680003688,1
3Item2,1680003688,1680003691,1
3Item5,1680003691,1680003694,1
3Item12,1680003694,1680003702,1
3Item6,1680003702,1680003706,1
3Item8,1680003706,1680003718,1
3Item7,1680003718,1680003724,1
3Item9,1680003724,1680003746,1
3Item17,1680003746,1680003757,1
3Item19,1680003757,1680003770,1
3Item11,1680003770,1680003781,1
3Item4,1680003781,1680003791,1
3Item13,1680003791,1680003799,1
3Item10,1680003799,1680003800,1
1spl1,1676984654,1676984665,2
1spl2,1676984665,1676984669,2
1Item1,1676984669,1676984676,2
1Item2,1676984676,1676984689,2
1Item3,1676984689,1676984707,2
1Item4,1676984707,1676984735,2
1Item5,1676984735,1676984772,2
1Item6,1676984772,1676984799,2
1Item7,1676984799,1676984812,2
1Item8,1676984812,1676984839,2
1Item9,1676984839,1676984872,2
1Item10,1676984872,1676984878,2
2spl1,1676984952,1676984968,2
2spl2,1676984970,1676984984,2
2Item1,1676984987,1676985004,2
2Item2,1676985006,1676985021,2
2Item3,1676985022,1676985047,2
2Item4,1676985049,1676985059,2
2Item5,1676985060,1676985076,2
2Item6,1676985077,1676985094,2
2Item7,1676985095,1676985116,2
2Item8,1676985117,1676985131,2
2Item9,1676985132,1676985161,2
2Item10,1676985164,1676985184,2
3spl1,1676985259,1676985270,2
3Item15,1676985271,1676985281,2
3Item2,1676985281,1676985300,2
3Item5,1676985300,1676985314,2
3Item12,1676985314,1676985330,2
3Item6,1676985330,1676985346,2
3Item8,1676985346,1676985364,2
3Item7,1676985364,1676985379,2
3Item9,1676985379,1676985391,2
1spl1,1678717040,1678717059,3
1spl2,1678717059,1678717080,3
1Item1,1678717080,1678717105,3
1Item2,1678717105,1678717132,3
1Item3,1678717132,1678717149,3
1Item4,1678717149,1678717173,3
1Item5,1678717173,1678717256,3
1Item6,1678717256,1678717276,3
1Item7,1678717276,1678717296,3
1Item8,1678717296,1678717326,3
1Item9,1678717326,1678717357,3
1Item10,1678717357,1678717377,3
2spl1,1678717516,1678717524,3
2spl2,1678717527,1678717538,3
2Item1,1678717543,1678717553,3
2Item2,1678717555,1678717565,3
2Item3,1678717566,1678717587,3
2Item4,1678717588,1678717608,3
2Item5,1678717609,1678717633,3
2Item6,1678717634,1678717652,3
2Item7,1678717653,1678717704,3
2Item8,1678717705,1678717745,3
2Item9,1678717746,1678717774,3
2Item10,1678717775,1678717825,3
3spl1,1678717906,1678717912,3
3Item15,1678717918,1678717928,3
3Item2,1678717928,1678717937,3
3Item5,1678717937,1678717943,3
3Item12,1678717943,1678717957,3
3Item6,1678717957,1678717964,3
3Item8,1678717964,1678717974,3
3Item7,1678717974,1678717987,3
3Item9,1678717987,1678717993,3
3Item17,1678717993,1678718004,3
3Item19,1678718004,1678718007,3
3Item11,1678718007,1678718011,3
3Item4,1678718011,1678718019,3
3Item13,1678718019,1678718025,3
3Item10,1678718025,1678718029,3
3Item14,1678718029,1678718034,3
3Item3,1678718034,1678718037,3
3Item20,1678718037,1678718039,3
1spl1,1676378841,1676378850,4
1spl2,1676378850,1676378860,4
1Item1,1676378860,1676378876,4
1Item2,1676378876,1676378901,4
1Item3,1676378901,1676378931,4
1Item4,1676378931,1676378958,4
1Item5,1676378958,1676378973,4
1Item6,1676378973,1676378991,4
1Item7,1676378991,1676379025,4
1Item8,1676379025,1676379050,4
1Item9,1676379050,1676379075,4
1Item10,1676379075,1676379094,4
2spl1,1676379183,1676379192,4
2spl2,1676379195,1676379203,4
2Item1,1676379205,1676379218,4
2Item2,1676379222,1676379237,4
2Item3,1676379240,1676379256,4
2Item4,1676379258,1676379290,4
2Item5,1676379291,1676379311,4
2Item6,1676379313,1676379332,4
2Item7,1676379333,1676379353,4
2Item8,1676379354,1676379365,4
2Item9,1676379369,1676379383,4
2Item10,1676379385,1676379408,4
3spl1,1676379474,1676379482,4
3Item15,1676379486,1676379494,4
3Item2,1676379494,1676379497,4
3Item5,1676379497,1676379503,4
3Item12,1676379503,1676379514,4
3Item6,1676379514,1676379518,4
3Item8,1676379518,1676379531,4
3Item7,1676379531,1676379537,4
3Item9,1676379537,1676379547,4
3Item17,1676379547,1676379552,4
3Item19,1676379552,1676379564,4
3Item11,1676379564,1676379573,4
3Item4,1676379573,1676379578,4
3Item13,1676379578,1676379582,4
3Item10,1676379582,1676379588,4
3Item14,1676379588,1676379601,4
3Item3,1676379601,1676379605,4
3Item20,1676379605,1676379607,4
1spl1,1676462372,1676462405,5
1spl2,1676462405,1676462431,5
1Item1,1676462431,1676462455,5
1Item2,1676462455,1676462493,5
1Item3,1676462493,1676462514,5
1Item4,1676462514,1676462545,5
1Item5,1676462545,1676462605,5
1Item6,1676462605,1676462651,5
1Item7,1676462651,1676462681,5
1Item8,1676462681,1676462705,5
1Item9,1676462705,1676462710,5
1Item10,1676462710,1676462719,5
2spl1,1676462829,1676462843,5
2spl2,1676462846,1676462859,5
2Item1,1676462860,1676462878,5
2Item2,1676462879,1676462893,5
2Item3,1676462894,1676462907,5
2Item4,1676462909,1676462932,5
2Item5,1676462932,1676462960,5
2Item6,1676462961,1676462986,5
2Item7,1676462987,1676463026,5
2Item8,1676463027,1676463069,5
2Item9,1676463070,1676463089,5
2Item10,1676463090,1676463143,5
3spl1,1676463225,1676463230,5
3spl2,1676463230,1676463235,5
3Item15,1676463235,1676463244,5
3Item2,1676463244,1676463250,5
3Item5,1676463250,1676463255,5
3Item12,1676463255,1676463259,5
3Item6,1676463259,1676463262,5
3Item8,1676463262,1676463271,5
3Item7,1676463271,1676463278,5
3Item9,1676463278,1676463288,5
3Item17,1676463288,1676463296,5
3Item19,1676463296,1676463316,5
3Item11,1676463316,1676463322,5
3Item4,1676463322,1676463328,5
3Item13,1676463328,1676463330,5
3Item10,1676463330,1676463334,5
3Item14,1676463334,1676463337,5
3Item3,1676463337,1676463341,5
3Item20,1676463341,1676463349,5
3Item18,1676463349,1676463355,5
1spl1,1679142861,1679142895,6
1Item1,1679142921,1679142959,6
1Item2,1679142959,1679142996,6
1Item3,1679142996,1679143073,6
1Item4,1679143073,1679143119,6
1Item5,1679143119,1679143181,6
1Item6,1679143181,1679143210,6
1Item7,1679143210,1679143221,6
2spl1,1679143333,1679143342,6
2spl2,1679143344,1679143364,6
2Item1,1679143367,1679143393,6
2Item2,1679143395,1679143414,6
2Item3,1679143415,1679143440,6
2Item4,1679143442,1679143495,6
2Item5,1679143496,1679143540,6
2Item6,1679143541,1679143572,6
2Item7,1679143573,1679143622,6
2Item8,1679143623,1679143651,6
2Item9,1679143652,1679143661,6
2Item10,1679143663,1679143680,6
1spl1,1675687951,1675687967,7
1spl2,1675687967,1675687992,7
1Item1,1675687992,1675687997,7
1Item2,1675687997,1675688003,7
1Item3,1675688003,1675688022,7
1Item4,1675688022,1675688036,7
1Item5,1675688036,1675688051,7
1Item6,1675688051,1675688068,7
1Item7,1675688068,1675688078,7
1Item8,1675688078,1675688089,7
1Item9,1675688089,1675688102,7
1Item10,1675688102,1675688128,7
2spl1,1675688274,1675688289,7
2spl2,1675688292,1675688312,7
2Item1,1675688316,1675688328,7
2Item2,1675688330,1675688339,7
2Item3,1675688341,1675688356,7
2Item4,1675688357,1675688379,7
2Item5,1675688381,1675688397,7
2Item6,1675688399,1675688413,7
2Item7,1675688414,1675688444,7
2Item8,1675688446,1675688466,7
2Item9,1675688469,1675688485,7
2Item10,1675688487,1675688507,7
3spl1,1675688611,1675688621,7
3Item15,1675688623,1675688644,7
3Item2,1675688644,1675688650,7
3Item5,1675688650,1675688657,7
3Item12,1675688657,1675688666,7
3Item6,1675688666,1675688674,7
3Item8,1675688674,1675688691,7
3Item7,1675688691,1675688700,7
3Item9,1675688700,1675688722,7
3Item17,1675688722,1675688739,7
3Item19,1675688739,1675688743,7
1spl1,1675427316,1675427322,8
1spl2,1675427322,1675427327,8
1Item1,1675427327,1675427334,8
1Item2,1675427334,1675427341,8
1Item3,1675427341,1675427349,8
1Item4,1675427349,1675427361,8
1Item5,1675427361,1675427364,8
1Item6,1675427364,1675427375,8
1Item7,1675427375,1675427380,8
1Item8,1675427380,1675427385,8
1Item9,1675427385,1675427392,8
1Item10,1675427392,1675427412,8
2spl1,1675427472,1675427477,8
2spl2,1675427480,1675427489,8
2Item1,1675427490,1675427493,8
2Item2,1675427494,1675427497,8
2Item3,1675427498,1675427503,8
2Item4,1675427504,1675427510,8
2Item5,1675427511,1675427516,8
2Item6,1675427517,1675427525,8
2Item7,1675427525,1675427530,8
2Item8,1675427531,1675427536,8
2Item9,1675427538,1675427543,8
2Item10,1675427544,1675427553,8
3spl1,1675427601,1675427605,8
3spl2,1675427605,1675427608,8
3Item15,1675427608,1675427613,8
3Item2,1675427613,1675427616,8
3Item5,1675427616,1675427627,8
3Item12,1675427627,1675427633,8
3Item6,1675427633,1675427638,8
3Item8,1675427638,1675427649,8
3Item7,1675427649,1675427657,8
3Item9,1675427657,1675427664,8
3Item17,1675427664,1675427674,8
3Item19,1675427674,1675427697,8
3Item11,1675427697,1675427702,8
3Item4,1675427702,1675427706,8
3Item13,1675427706,1675427710,8
3Item10,1675427710,1675427716,8
3Item14,1675427716,1675427724,8
3Item3,1675427724,1675427729,8
1spl1,1676374883,1676374891,9
1spl2,1676374892,1676374906,9
1Item1,1676374906,1676374913,9
1Item2,1676374913,1676374933,9
1Item3,1676374933,1676374947,9
1Item4,1676374947,1676374960,9
1Item5,1676374960,1676374980,9
1Item6,1676374980,1676375001,9
1Item7,1676375001,1676375026,9
1Item8,1676375026,1676375100,9
1Item9,1676375100,1676375149,9
1Item10,1676375149,1676375182,9
2spl1,1676375270,1676375278,9
2spl2,1676375282,1676375288,9
2Item1,1676375291,1676375302,9
2Item2,1676375304,1676375311,9
2Item3,1676375312,1676375317,9
2Item4,1676375318,1676375350,9
2Item5,1676375351,1676375366,9
2Item6,1676375367,1676375386,9
2Item7,1676375387,1676375423,9
2Item8,1676375424,1676375489,9
2Item9,1676375490,1676375523,9
2Item10,1676375524,1676375586,9
3spl1,1676375671,1676375676,9
3Item15,1676375683,1676375697,9
3Item2,1676375697,1676375703,9
3Item5,1676375703,1676375707,9
3Item12,1676375707,1676375720,9
3Item6,1676375720,1676375727,9
3Item8,1676375727,1676375737,9
3Item7,1676375737,1676375743,9
3Item9,1676375743,1676375759,9
3Item17,1676375759,1676375770,9
3Item19,1676375770,1676375785,9
3Item11,1676375785,1676375799,9
3Item4,1676375799,1676375802,9
3Item13,1676375802,1676375804,9
1spl1,1677153275,1677153295,10
1spl2,1677153295,1677153304,10
1Item1,1677153304,1677153329,10
1Item2,1677153329,1677153366,10
1Item3,1677153366,1677153382,10
1Item4,1677153382,1677153391,10
1Item5,1677153391,1677153413,10
1Item6,1677153413,1677153436,10
1Item7,1677153436,1677153459,10
1Item8,1677153459,1677153474,10
1Item9,1677153474,1677153501,10
1Item10,1677153501,1677153518,10
2spl1,1677153682,1677153690,10
2spl2,1677153692,1677153709,10
2Item1,1677153718,1677153728,10
2Item2,1677153730,1677153741,10
2Item3,1677153742,1677153763,10
2Item4,1677153765,1677153776,10
2Item5,1677153778,1677153802,10
2Item6,1677153803,1677153816,10
2Item7,1677153817,1677153865,10
2Item8,1677153867,1677153893,10
2Item9,1677153894,1677153899,10
2Item10,1677153900,1677153906,10
3spl1,1677154000,1677154005,10
3spl2,1677154005,1677154008,10
3Item15,1677154008,1677154014,10
3Item2,1677154014,1677154023,10
3Item5,1677154023,1677154029,10
3Item12,1677154029,1677154044,10
3Item6,1677154044,1677154052,10
3Item8,1677154052,1677154060,10
3Item7,1677154060,1677154082,10
3Item9,1677154082,1677154113,10
3Item17,1677154113,1677154118,10
3Item19,1677154118,1677154123,10
3Item11,1677154123,1677154126,10
3Item4,1677154126,1677154129,10
1spl1,1676893876,1676893895,11
1spl2,1676893895,1676893901,11
1Item1,1676893901,1676893912,11
1Item2,1676893912,1676893957,11
1Item3,1676893957,1676894036,11
1Item4,1676894036,1676894085,11
1Item5,1676894085,1676894110,11
1Item6,1676894110,1676894123,11
1Item7,1676894123,1676894131,11
1Item8,1676894131,1676894143,11
1Item9,1676894143,1676894160,11
1Item10,1676894160,1676894191,11
2spl1,1676894314,1676894319,11
2spl2,1676894321,1676894324,11
2Item1,1676894330,1676894333,11
2Item2,1676894334,1676894343,11
2Item3,1676894345,1676894349,11
2Item4,1676894350,1676894359,11
2Item5,1676894365,1676894398,11
2Item6,1676894402,1676894435,11
2Item7,1676894436,1676894508,11
2Item8,1676894510,1676894555,11
2Item9,1676894557,1676894568,11
2Item10,1676894570,1676894586,11
3spl1,1676894665,1676894668,11
3spl2,1676894668,1676894673,11
3Item15,1676894673,1676894687,11
3Item2,1676894687,1676894689,11
3Item5,1676894689,1676894693,11
3Item12,1676894693,1676894697,11
3Item6,1676894697,1676894700,11
3Item8,1676894700,1676894711,11
3Item7,1676894711,1676894719,11
3Item9,1676894719,1676894723,11
3Item17,1676894723,1676894729,11
3Item19,1676894729,1676894749,11
3Item11,1676894749,1676894764,11
3Item4,1676894764,1676894769,11
3Item13,1676894769,1676894775,11
3Item10,1676894775,1676894778,11
3Item14,1676894778,1676894785,11
3Item3,1676894785,1676894790,11
3Item20,1676894790,1676894792,11
3Item18,1676894792,1676894793,11
1spl1,1675773300,1675773303,12
1spl2,1675773303,1675773317,12
1Item1,1675773317,1675773324,12
1Item2,1675773324,1675773334,12
1Item3,1675773334,1675773349,12
1Item4,1675773349,1675773361,12
1Item5,1675773361,1675773382,12
1Item6,1675773382,1675773393,12
1Item7,1675773393,1675773404,12
1Item8,1675773404,1675773419,12
1Item9,1675773419,1675773432,12
1Item10,1675773432,1675773444,12
2spl1,1675773532,1675773537,12
2spl2,1675773540,1675773548,12
2Item1,1675773551,1675773557,12
2Item2,1675773558,1675773564,12
2Item3,1675773565,1675773575,12
2Item4,1675773576,1675773586,12
2Item5,1675773587,1675773598,12
2Item6,1675773599,1675773623,12
2Item7,1675773624,1675773632,12
2Item8,1675773633,1675773641,12
2Item9,1675773642,1675773659,12
2Item10,1675773660,1675773675,12
3spl1,1675773731,1675773736,12
3Item15,1675773743,1675773744,12
3Item2,1675773744,1675773746,12
3Item5,1675773746,1675773749,12
3Item12,1675773749,1675773753,12
3Item6,1675773753,1675773755,12
3Item8,1675773755,1675773761,12
3Item7,1675773761,1675773768,12
3Item9,1675773768,1675773776,12
3Item17,1675773776,1675773780,12
3Item19,1675773780,1675773790,12
3Item11,1675773790,1675773794,12
3Item4,1675773794,1675773799,12
3Item13,1675773799,1675773804,12
3Item10,1675773804,1675773812,12
3Item14,1675773812,1675773817,12
3Item3,1675773817,1675773822,12
3Item20,1675773822,1675773826,12
3Item18,1675773826,1675773830,12
3Item16,1675773830,1675773833,12
3Item1,1675773833,1675773837,12
1spl1,1676637543,1676637560,13
1spl2,1676637560,1676637586,13
1Item1,1676637586,1676637601,13
1Item2,1676637601,1676637625,13
1Item3,1676637625,1676637643,13
1Item4,1676637643,1676637672,13
1Item5,1676637672,1676637720,13
1Item6,1676637720,1676637745,13
1Item7,1676637745,1676637787,13
1Item8,1676637787,1676637808,13
1Item9,1676637809,1676637843,13
1Item10,1676637843,1676637886,13
2spl1,1676638062,1676638068,13
2spl2,1676638071,1676638081,13
2Item1,1676638084,1676638092,13
2Item2,1676638094,1676638099,13
2Item3,1676638101,1676638110,13
2Item4,1676638112,1676638132,13
2Item5,1676638138,1676638149,13
2Item6,1676638152,1676638181,13
2Item7,1676638183,1676638197,13
2Item8,1676638199,1676638267,13
2Item9,1676638269,1676638297,13
2Item10,1676638299,1676638334,13
3spl1,1676638418,1676638422,13
3spl2,1676638422,1676638427,13
3Item15,1676638428,1676638435,13
3Item2,1676638435,1676638442,13
3Item5,1676638442,1676638446,13
3Item12,1676638446,1676638453,13
3Item6,1676638453,1676638460,13
3Item8,1676638460,1676638470,13
3Item7,1676638470,1676638477,13
3Item9,1676638477,1676638489,13
3Item17,1676638489,1676638495,13
3Item19,1676638495,1676638504,13
3Item11,1676638504,1676638508,13
3Item4,1676638508,1676638516,13
3Item13,1676638516,1676638523,13
3Item10,1676638523,1676638529,13
3Item14,1676638529,1676638539,13
3Item3,1676638539,1676638548,13
1spl1,1676808582,1676808593,14
1spl2,1676808593,1676808601,14
1Item1,1676808601,1676808609,14
1Item2,1676808609,1676808615,14
1Item3,1676808615,1676808621,14
1Item4,1676808621,1676808630,14
1Item5,1676808630,1676808662,14
1Item6,1676808662,1676808706,14
1Item7,1676808706,1676808747,14
1Item8,1676808747,1676808802,14
1Item9,1676808802,1676808845,14
1Item10,1676808845,1676808886,14
2spl1,1676809000,1676809010,14
2spl2,1676809013,1676809033,14
2Item1,1676809036,1676809044,14
2Item2,1676809046,1676809051,14
2Item3,1676809052,1676809057,14
2Item4,1676809058,1676809073,14
2Item5,1676809074,1676809082,14
2Item6,1676809082,1676809113,14
2Item7,1676809115,1676809127,14
2Item8,1676809128,1676809156,14
2Item9,1676809157,1676809183,14
2Item10,1676809192,1676809219,14
3spl1,1676809303,1676809311,14
3Item15,1676809315,1676809327,14
3Item2,1676809327,1676809335,14
3Item5,1676809335,1676809342,14
3Item12,1676809342,1676809366,14
3Item6,1676809366,1676809372,14
3Item8,1676809372,1676809396,14
3Item7,1676809396,1676809412,14
3Item9,1676809412,1676809435,14
1spl1,1679398435,1679398441,15
1spl2,1679398441,1679398453,15
1Item1,1679398453,1679398457,15
1Item2,1679398457,1679398462,15
1Item3,1679398462,1679398471,15
1Item4,1679398471,1679398485,15
1Item5,1679398485,1679398496,15
1Item6,1679398496,1679398506,15
1Item7,1679398506,1679398531,15
1Item8,1679398531,1679398552,15
1Item9,1679398552,1679398564,15
1Item10,1679398564,1679398576,15
2spl1,1679398646,1679398654,15
2spl2,1679398656,1679398663,15
2Item1,1679398665,1679398670,15
2Item2,1679398672,1679398677,15
2Item3,1679398678,1679398687,15
2Item4,1679398688,1679398701,15
2Item5,1679398704,1679398710,15
2Item6,1679398711,1679398720,15
2Item7,1679398721,1679398752,15
2Item8,1679398753,1679398762,15
2Item9,1679398767,1679398776,15
2Item10,1679398777,1679398799,15
3spl1,1679398868,1679398873,15
3spl2,1679398873,1679398879,15
3Item15,1679398879,1679398891,15
3Item2,1679398891,1679398900,15
3Item5,1679398900,1679398909,15
3Item12,1679398909,1679398914,15
3Item6,1679398914,1679398920,15
3Item8,1679398920,1679398941,15
3Item7,1679398941,1679398951,15
3Item9,1679398951,1679398966,15
3Item17,1679398966,1679398970,15
3Item19,1679398970,1679398976,15
3Item11,1679398976,1679398981,15
3Item4,1679398981,1679398985,15
3Item13,1679398985,1679398989,15
3Item10,1679398989,1679398991,15
3Item14,1679398991,1679398997,15
3Item3,1679398997,1679399000,15
1spl1,1677840505,1677840511,16
1spl2,1677840511,1677840516,16
1Item1,1677840516,1677840520,16
1Item2,1677840520,1677840528,16
1Item3,1677840528,1677840538,16
1Item4,1677840538,1677840547,16
1Item5,1677840547,1677840557,16
1Item6,1677840557,1677840570,16
1Item7,1677840570,1677840578,16
1Item8,1677840578,1677840592,16
1Item9,1677840592,1677840607,16
1Item10,1677840607,1677840644,16
2spl1,1677840703,1677840712,16
2spl2,1677840714,1677840721,16
2Item1,1677840724,1677840730,16
2Item2,1677840733,1677840737,16
2Item3,1677840739,1677840743,16
2Item4,1677840744,1677840795,16
2Item5,1677840798,1677840806,16
2Item6,1677840807,1677840814,16
2Item7,1677840816,1677840829,16
2Item8,1677840831,1677840848,16
2Item9,1677840854,1677840867,16
2Item10,1677840868,1677840877,16
3spl1,1677840929,1677840933,16
3spl2,1677840933,1677840941,16
3Item15,1677840941,1677840944,16
3Item2,1677840944,1677840949,16
3Item5,1677840949,1677840950,16
3Item12,1677840950,1677840958,16
3Item6,1677840958,1677840964,16
3Item8,1677840964,1677840968,16
3Item7,1677840968,1677840977,16
3Item9,1677840977,1677840983,16
3Item17,1677840983,1677840986,16
3Item19,1677840986,1677840994,16
3Item11,1677840994,1677841002,16
3Item4,1677841002,1677841015,16
3Item13,1677841015,1677841023,16
3Item10,1677841023,1677841031,16
3Item14,1677841031,1677841037,16
3Item3,1677841037,1677841042,16
3Item20,1677841042,1677841052,16
3Item18,1677841053,1677841056,16
3Item16,1677841056,1677841061,16
1spl1,1676289129,1676289144,17
1spl2,1676289144,1676289170,17
1Item1,1676289170,1676289181,17
1Item2,1676289181,1676289212,17
1Item3,1676289212,1676289233,17
1Item4,1676289233,1676289272,17
1Item5,1676289272,1676289319,17
1Item6,1676289319,1676289339,17
1Item7,1676289339,1676289382,17
1Item8,1676289382,1676289404,17
1Item9,1676289404,1676289442,17
1Item10,1676289442,1676289464,17
2spl1,1676289575,1676289582,17
2spl2,1676289586,1676289591,17
2Item1,1676289593,1676289600,17
2Item2,1676289601,1676289609,17
2Item3,1676289610,1676289616,17
2Item4,1676289617,1676289626,17
2Item5,1676289627,1676289640,17
2Item6,1676289641,1676289650,17
2Item7,1676289651,1676289665,17
2Item8,1676289666,1676289672,17
2Item9,1676289673,1676289699,17
2Item10,1676289700,1676289708,17
3spl1,1676289778,1676289782,17
3spl2,1676289782,1676289786,17
3Item15,1676289786,1676289792,17
3Item2,1676289792,1676289796,17
3Item5,1676289796,1676289805,17
3Item12,1676289805,1676289810,17
3Item6,1676289810,1676289813,17
3Item8,1676289813,1676289824,17
3Item7,1676289824,1676289834,17
3Item9,1676289834,1676289846,17
3Item17,1676289846,1676289858,17
3Item19,1676289858,1676289873,17
3Item11,1676289873,1676289884,17
3Item4,1676289884,1676289889,17
3Item13,1676289889,1676289905,17
3Item10,1676289905,1676289906,17
1spl1,1677069023,1677069035,18
1spl2,1677069035,1677069041,18
1Item1,1677069041,1677069051,18
1Item2,1677069051,1677069063,18
1Item3,1677069063,1677069084,18
1Item4,1677069084,1677069101,18
1Item5,1677069101,1677069123,18
1Item6,1677069123,1677069159,18
1Item7,1677069159,1677069183,18
1Item8,1677069183,1677069224,18
1Item9,1677069224,1677069266,18
1Item10,1677069266,1677069306,18
2spl1,1677069443,1677069452,18
2spl2,1677069453,1677069461,18
2Item1,1677069464,1677069475,18
2Item2,1677069477,1677069484,18
2Item3,1677069486,1677069500,18
2Item4,1677069502,1677069530,18
2Item5,1677069531,1677069546,18
2Item6,1677069547,1677069593,18
2Item7,1677069595,1677069651,18
2Item8,1677069653,1677069686,18
2Item9,1677069688,1677069703,18
2Item10,1677069705,1677069752,18
3spl1,1677069873,1677069878,18
3spl2,1677069878,1677069883,18
3Item15,1677069883,1677069893,18
3Item2,1677069893,1677069898,18
3Item5,1677069898,1677069902,18
3Item12,1677069902,1677069914,18
3Item6,1677069914,1677069918,18
3Item8,1677069918,1677069925,18
3Item7,1677069925,1677069931,18
3Item9,1677069931,1677069939,18
3Item17,1677069939,1677069951,18
3Item19,1677069951,1677069960,18
3Item11,1677069960,1677069970,18
3Item4,1677069970,1677069975,18
3Item13,1677069975,1677069982,18
3Item10,1677069982,1677069989,18
3Item14,1677069989,1677069995,18
3Item3,1677069995,1677069999,18
3Item20,1677069999,1677070002,18
1spl1,1676465712,1676465723,19
1spl2,1676465723,1676465730,19
1Item1,1676465730,1676465738,19
1Item2,1676465738,1676465748,19
1Item3,1676465748,1676465771,19
1Item4,1676465771,1676465801,19
1Item5,1676465801,1676465848,19
1Item6,1676465848,1676465905,19
1Item7,1676465905,1676465925,19
1Item8,1676465925,1676465976,19
1Item9,1676465976,1676466001,19
1Item10,1676466001,1676466030,19
2spl1,1676466175,1676466185,19
2Item1,1676466240,1676466258,19
2Item2,1676466260,1676466277,19
2Item3,1676466279,1676466293,19
2Item4,1676466294,1676466325,19
2Item5,1676466326,1676466365,19
2Item6,1676466367,1676466388,19
2Item7,1676466389,1676466436,19
